pixelindex,2h_b,2h_m,6h_b,6h_m,10m_b,10m_m,12h_b,12h_m,20m_b,20m_m,24h_b,24h_m,30m_b,30m_m,60m_b,60m_m
122109,-2.25744,0.070781,-2.25744,0.046087,-2.25744,0.257347,-2.25744,0.035548,-2.25744,0.167431,-2.25744,0.028952,-2.25744,0.135358,-2.25744,0.09562
122110,-2.25757,0.071011,-2.25757,0.046236,-2.25757,0.258182,-2.25757,0.035663,-2.25757,0.167974,-2.25757,0.029045,-2.25757,0.135797,-2.25757,0.09593
122581,-1.5296,0.063126,-1.5296,0.041102,-1.5296,0.229514,-1.5296,0.031703,-1.5296,0.149322,-1.5296,0.02582,-1.5296,0.120718,-1.5296,0.085278
122582,-1.53505,0.063012,-1.53505,0.041028,-1.53505,0.229099,-1.53505,0.031646,-1.53505,0.149052,-1.53505,0.025774,-1.53505,0.1205,-1.53505,0.085124
122583,-1.5416,0.062928,-1.5416,0.040973,-1.5416,0.228792,-1.5416,0.031603,-1.5416,0.148853,-1.5416,0.025739,-1.5416,0.120339,-1.5416,0.08501
122584,-1.54642,0.062825,-1.54642,0.040907,-1.54642,0.22842,-1.54642,0.031552,-1.54642,0.148611,-1.54642,0.025697,-1.54642,0.120143,-1.54642,0.084872
122585,-1.54988,0.062711,-1.54988,0.040832,-1.54988,0.228006,-1.54988,0.031495,-1.54988,0.148341,-1.54988,0.025651,-1.54988,0.119925,-1.54988,0.084718
122586,-1.55281,0.062591,-1.55281,0.040754,-1.55281,0.22757,-1.55281,0.031434,-1.55281,0.148057,-1.55281,0.025602,-1.55281,0.119696,-1.55281,0.084556
122587,-1.55328,0.062461,-1.55328,0.04067,-1.55328,0.227097,-1.55328,0.031369,-1.55328,0.14775,-1.55328,0.025548,-1.55328,0.119447,-1.55328,0.08438
122588,-1.55016,0.062296,-1.55016,0.040562,-1.55016,0.226496,-1.55016,0.031286,-1.55016,0.147359,-1.55016,0.025481,-1.55016,0.119131,-1.55016,0.084157
122589,-1.54552,0.062114,-1.54552,0.040444,-1.54552,0.225836,-1.54552,0.031195,-1.54552,0.146929,-1.54552,0.025407,-1.54552,0.118784,-1.54552,0.083911
122590,-1.54142,0.061953,-1.54142,0.040339,-1.54142,0.225249,-1.54142,0.031114,-1.54142,0.146548,-1.54142,0.025341,-1.54142,0.118475,-1.54142,0.083694
122591,-1.5414,0.061865,-1.5414,0.040281,-1.5414,0.224929,-1.5414,0.03107,-1.5414,0.146339,-1.5414,0.025304,-1.5414,0.118307,-1.5414,0.083574
122592,-1.54264,0.061799,-1.54264,0.040239,-1.54264,0.22469,-1.54264,0.031037,-1.54264,0.146184,-1.54264,0.025278,-1.54264,0.118181,-1.54264,0.083486
122593,-1.5414,0.061715,-1.5414,0.040184,-1.5414,0.224385,-1.5414,0.030995,-1.5414,0.145985,-1.5414,0.025243,-1.5414,0.118021,-1.5414,0.083372
122594,-1.54165,0.061674,-1.54165,0.040157,-1.54165,0.224233,-1.54165,0.030974,-1.54165,0.145887,-1.54165,0.025226,-1.54165,0.117941,-1.54165,0.083316
122595,-1.54645,0.06172,-1.54645,0.040187,-1.54645,0.224401,-1.54645,0.030997,-1.54645,0.145996,-1.54645,0.025245,-1.54645,0.118029,-1.54645,0.083379
122596,-1.55399,0.06181,-1.55399,0.040245,-1.55399,0.224728,-1.55399,0.031042,-1.55399,0.146209,-1.55399,0.025282,-1.55399,0.118201,-1.55399,0.0835
122597,-1.55998,0.061852,-1.55998,0.040273,-1.55998,0.224882,-1.55998,0.031063,-1.55998,0.146309,-1.55998,0.025299,-1.55998,0.118282,-1.55998,0.083557
122598,-1.57,0.061978,-1.57,0.040355,-1.57,0.225338,-1.57,0.031126,-1.57,0.146606,-1.57,0.025351,-1.57,0.118522,-1.57,0.083727
122599,-1.58461,0.062165,-1.58461,0.040477,-1.58461,0.226021,-1.58461,0.031221,-1.58461,0.14705,-1.58461,0.025427,-1.58461,0.118881,-1.58461,0.08398
122600,-1.59111,0.06225,-1.59111,0.040532,-1.59111,0.226328,-1.59111,0.031263,-1.59111,0.147249,-1.59111,0.025462,-1.59111,0.119042,-1.59111,0.084094
122601,-1.6037,0.062466,-1.6037,0.040673,-1.6037,0.227115,-1.6037,0.031372,-1.6037,0.147762,-1.6037,0.02555,-1.6037,0.119457,-1.6037,0.084387
122602,-1.62172,0.062688,-1.62172,0.040817,-1.62172,0.22792,-1.62172,0.031483,-1.62172,0.148285,-1.62172,0.025641,-1.62172,0.11988,-1.62172,0.084686
122603,-1.62901,0.062721,-1.62901,0.040839,-1.62901,0.228042,-1.62901,0.0315,-1.62901,0.148365,-1.62901,0.025655,-1.62901,0.119944,-1.62901,0.084731
122604,-1.66141,0.063064,-1.66141,0.041062,-1.66141,0.229288,-1.66141,0.031672,-1.66141,0.149175,-1.66141,0.025795,-1.66141,0.1206,-1.66141,0.085194
122605,-1.70851,0.063548,-1.70851,0.041377,-1.70851,0.23105,-1.70851,0.031915,-1.70851,0.150321,-1.70851,0.025993,-1.70851,0.121526,-1.70851,0.085849
122606,-1.75376,0.064006,-1.75376,0.041676,-1.75376,0.232714,-1.75376,0.032145,-1.75376,0.151404,-1.75376,0.02618,-1.75376,0.122402,-1.75376,0.086467
122607,-1.80145,0.064466,-1.80145,0.041975,-1.80145,0.234384,-1.80145,0.032376,-1.80145,0.152491,-1.80145,0.026368,-1.80145,0.12328,-1.80145,0.087088
122608,-1.85063,0.064894,-1.85063,0.042254,-1.85063,0.235942,-1.85063,0.032591,-1.85063,0.153505,-1.85063,0.026544,-1.85063,0.124099,-1.85063,0.087667
122609,-1.90767,0.065461,-1.90767,0.042623,-1.90767,0.238005,-1.90767,0.032876,-1.90767,0.154846,-1.90767,0.026776,-1.90767,0.125184,-1.90767,0.088433
122610,-1.9682,0.06609,-1.9682,0.043033,-1.9682,0.240292,-1.9682,0.033192,-1.9682,0.156335,-1.9682,0.027033,-1.9682,0.126387,-1.9682,0.089283
122611,-2.02658,0.066701,-2.02658,0.04343,-2.02658,0.242511,-2.02658,0.033498,-2.02658,0.157778,-2.02658,0.027282,-2.02658,0.127554,-2.02658,0.090107
122612,-2.09631,0.067452,-2.09631,0.043919,-2.09631,0.24524,-2.09631,0.033875,-2.09631,0.159554,-2.09631,0.02759,-2.09631,0.12899,-2.09631,0.091121
122613,-2.16713,0.068275,-2.16713,0.044455,-2.16713,0.248236,-2.16713,0.034289,-2.16713,0.161503,-2.16713,0.027927,-2.16713,0.130566,-2.16713,0.092234
122614,-2.2045,0.068698,-2.2045,0.04473,-2.2045,0.249772,-2.2045,0.034501,-2.2045,0.162502,-2.2045,0.028099,-2.2045,0.131374,-2.2045,0.092805
122615,-2.21002,0.068788,-2.21002,0.044789,-2.21002,0.250099,-2.21002,0.034546,-2.21002,0.162715,-2.21002,0.028136,-2.21002,0.131545,-2.21002,0.092927
122616,-2.21881,0.068966,-2.21881,0.044905,-2.21881,0.250746,-2.21881,0.034636,-2.21881,0.163136,-2.21881,0.028209,-2.21881,0.131886,-2.21881,0.093167
122617,-2.235,0.069253,-2.235,0.045092,-2.235,0.251789,-2.235,0.03478,-2.235,0.163815,-2.235,0.028326,-2.235,0.132435,-2.235,0.093555
122618,-2.25664,0.069622,-2.25664,0.045332,-2.25664,0.253133,-2.25664,0.034965,-2.25664,0.164689,-2.25664,0.028477,-2.25664,0.133141,-2.25664,0.094054
122619,-2.27322,0.069991,-2.27322,0.045572,-2.27322,0.254474,-2.27322,0.035151,-2.27322,0.165562,-2.27322,0.028628,-2.27322,0.133847,-2.27322,0.094552
122620,-2.27558,0.070216,-2.27558,0.045719,-2.27558,0.255291,-2.27558,0.035264,-2.27558,0.166093,-2.27558,0.02872,-2.27558,0.134276,-2.27558,0.094856
122621,-2.27514,0.070438,-2.27514,0.045863,-2.27514,0.256099,-2.27514,0.035375,-2.27514,0.166618,-2.27514,0.028811,-2.27514,0.134701,-2.27514,0.095156
122622,-2.2724,0.070673,-2.2724,0.046017,-2.2724,0.256954,-2.2724,0.035493,-2.2724,0.167175,-2.2724,0.028907,-2.2724,0.135151,-2.2724,0.095474
122623,-2.27512,0.071043,-2.27512,0.046257,-2.27512,0.258298,-2.27512,0.035679,-2.27512,0.168049,-2.27512,0.029059,-2.27512,0.135858,-2.27512,0.095973
123092,-1.53446,0.063094,-1.53446,0.041082,-1.53446,0.229397,-1.53446,0.031687,-1.53446,0.149246,-1.53446,0.025807,-1.53446,0.120657,-1.53446,0.085235
123093,-1.53644,0.062917,-1.53644,0.040966,-1.53644,0.228753,-1.53644,0.031598,-1.53644,0.148827,-1.53644,0.025735,-1.53644,0.120318,-1.53644,0.084995
123094,-1.54047,0.062764,-1.54047,0.040867,-1.54047,0.228198,-1.54047,0.031521,-1.54047,0.148466,-1.54047,0.025672,-1.54047,0.120026,-1.54047,0.084789
123095,-1.54639,0.062659,-1.54639,0.040798,-1.54639,0.227815,-1.54639,0.031468,-1.54639,0.148217,-1.54639,0.025629,-1.54639,0.119825,-1.54639,0.084647
123096,-1.55308,0.062579,-1.55308,0.040747,-1.55308,0.227526,-1.55308,0.031428,-1.55308,0.148029,-1.55308,0.025597,-1.55308,0.119673,-1.55308,0.08454
123097,-1.55796,0.062474,-1.55796,0.040678,-1.55796,0.227145,-1.55796,0.031376,-1.55796,0.147781,-1.55796,0.025554,-1.55796,0.119472,-1.55796,0.084398
123098,-1.56171,0.062344,-1.56171,0.040593,-1.56171,0.226671,-1.56171,0.03131,-1.56171,0.147473,-1.56171,0.0255,-1.56171,0.119223,-1.56171,0.084222
123099,-1.56348,0.062186,-1.56348,0.040491,-1.56348,0.226097,-1.56348,0.031231,-1.56348,0.1471,-1.56348,0.025436,-1.56348,0.118921,-1.56348,0.084009
123100,-1.5657,0.062073,-1.5657,0.040417,-1.5657,0.225686,-1.5657,0.031174,-1.5657,0.146832,-1.5657,0.02539,-1.5657,0.118705,-1.5657,0.083856
123101,-1.5649,0.061933,-1.5649,0.040325,-1.5649,0.225175,-1.5649,0.031104,-1.5649,0.1465,-1.5649,0.025332,-1.5649,0.118436,-1.5649,0.083666
123102,-1.56001,0.061745,-1.56001,0.040203,-1.56001,0.224494,-1.56001,0.03101,-1.56001,0.146056,-1.56001,0.025256,-1.56001,0.118078,-1.56001,0.083413
123103,-1.55721,0.06159,-1.55721,0.040102,-1.55721,0.223929,-1.55721,0.030931,-1.55721,0.145689,-1.55721,0.025192,-1.55721,0.117781,-1.55721,0.083203
123104,-1.55876,0.061522,-1.55876,0.040058,-1.55876,0.223683,-1.55876,0.030898,-1.55876,0.145529,-1.55876,0.025164,-1.55876,0.117652,-1.55876,0.083112
123105,-1.55788,0.061441,-1.55788,0.040005,-1.55788,0.223387,-1.55788,0.030857,-1.55788,0.145336,-1.55788,0.025131,-1.55788,0.117496,-1.55788,0.083002
123106,-1.55414,0.061328,-1.55414,0.039932,-1.55414,0.222977,-1.55414,0.0308,-1.55414,0.145069,-1.55414,0.025085,-1.55414,0.11728,-1.55414,0.082849
123107,-1.55569,0.061319,-1.55569,0.039926,-1.55569,0.222945,-1.55569,0.030796,-1.55569,0.145049,-1.55569,0.025081,-1.55569,0.117263,-1.55569,0.082837
123108,-1.56077,0.061369,-1.56077,0.039959,-1.56077,0.223127,-1.56077,0.030821,-1.56077,0.145167,-1.56077,0.025102,-1.56077,0.117359,-1.56077,0.082905
123109,-1.56843,0.061414,-1.56843,0.039987,-1.56843,0.223288,-1.56843,0.030843,-1.56843,0.145272,-1.56843,0.02512,-1.56843,0.117444,-1.56843,0.082965
123110,-1.58032,0.061555,-1.58032,0.040079,-1.58032,0.223801,-1.58032,0.030914,-1.58032,0.145605,-1.58032,0.025178,-1.58032,0.117713,-1.58032,0.083155
123111,-1.59401,0.061704,-1.59401,0.040176,-1.59401,0.224343,-1.59401,0.030989,-1.59401,0.145958,-1.59401,0.025239,-1.59401,0.117999,-1.59401,0.083357
123112,-1.60252,0.061792,-1.60252,0.040234,-1.60252,0.224665,-1.60252,0.031033,-1.60252,0.146168,-1.60252,0.025275,-1.60252,0.118168,-1.60252,0.083476
123113,-1.62077,0.06205,-1.62077,0.040402,-1.62077,0.225603,-1.62077,0.031163,-1.62077,0.146778,-1.62077,0.02538,-1.62077,0.118661,-1.62077,0.083825
123114,-1.63973,0.062259,-1.63973,0.040538,-1.63973,0.226361,-1.63973,0.031267,-1.63973,0.147271,-1.63973,0.025466,-1.63973,0.11906,-1.63973,0.084107
123115,-1.65135,0.062329,-1.65135,0.040583,-1.65135,0.226616,-1.65135,0.031303,-1.65135,0.147437,-1.65135,0.025494,-1.65135,0.119194,-1.65135,0.084201
123116,-1.67594,0.062578,-1.67594,0.040746,-1.67594,0.227522,-1.67594,0.031428,-1.67594,0.148026,-1.67594,0.025596,-1.67594,0.11967,-1.67594,0.084538
123117,-1.72087,0.063037,-1.72087,0.041044,-1.72087,0.229189,-1.72087,0.031658,-1.72087,0.149111,-1.72087,0.025784,-1.72087,0.120547,-1.72087,0.085157
123118,-1.77576,0.063577,-1.77576,0.041396,-1.77576,0.231152,-1.77576,0.031929,-1.77576,0.150388,-1.77576,0.026005,-1.77576,0.12158,-1.77576,0.085887
123119,-1.83254,0.064126,-1.83254,0.041753,-1.83254,0.233148,-1.83254,0.032205,-1.83254,0.151687,-1.83254,0.026229,-1.83254,0.12263,-1.83254,0.086628
123120,-1.87816,0.064535,-1.87816,0.04202,-1.87816,0.234636,-1.87816,0.032411,-1.87816,0.152655,-1.87816,0.026397,-1.87816,0.123413,-1.87816,0.087181
123121,-1.93064,0.065045,-1.93064,0.042352,-1.93064,0.236492,-1.93064,0.032667,-1.93064,0.153863,-1.93064,0.026605,-1.93064,0.124389,-1.93064,0.087871
123122,-1.98946,0.065653,-1.98946,0.042748,-1.98946,0.238702,-1.98946,0.032972,-1.98946,0.1553,-1.98946,0.026854,-1.98946,0.125551,-1.98946,0.088692
123123,-2.04151,0.066211,-2.04151,0.043111,-2.04151,0.240729,-2.04151,0.033252,-2.04151,0.156619,-2.04151,0.027082,-2.04151,0.126617,-2.04151,0.089445
123124,-2.10038,0.06684,-2.10038,0.043521,-2.10038,0.243017,-2.10038,0.033568,-2.10038,0.158107,-2.10038,0.027339,-2.10038,0.127821,-2.10038,0.090295
123125,-2.15558,0.06748,-2.15558,0.043937,-2.15558,0.245343,-2.15558,0.03389,-2.15558,0.159621,-2.15558,0.027601,-2.15558,0.129044,-2.15558,0.09116
123126,-2.18419,0.067812,-2.18419,0.044153,-2.18419,0.24655,-2.18419,0.034056,-2.18419,0.160406,-2.18419,0.027737,-2.18419,0.129679,-2.18419,0.091608
123127,-2.21156,0.06816,-2.21156,0.04438,-2.21156,0.247816,-2.21156,0.034231,-2.21156,0.16123,-2.21156,0.027879,-2.21156,0.130345,-2.21156,0.092078
123128,-2.2297,0.068458,-2.2297,0.044574,-2.2297,0.248901,-2.2297,0.034381,-2.2297,0.161936,-2.2297,0.028001,-2.2297,0.130915,-2.2297,0.092482
123129,-2.24795,0.068785,-2.24795,0.044787,-2.24795,0.250087,-2.24795,0.034545,-2.24795,0.162707,-2.24795,0.028135,-2.24795,0.131539,-2.24795,0.092922
123130,-2.27731,0.069296,-2.27731,0.04512,-2.27731,0.251947,-2.27731,0.034802,-2.27731,0.163917,-2.27731,0.028344,-2.27731,0.132517,-2.27731,0.093613
123131,-2.29146,0.06965,-2.29146,0.04535,-2.29146,0.253233,-2.29146,0.034979,-2.29146,0.164754,-2.29146,0.028489,-2.29146,0.133194,-2.29146,0.094091
123132,-2.29162,0.069852,-2.29162,0.045482,-2.29162,0.253969,-2.29162,0.035081,-2.29162,0.165233,-2.29162,0.028572,-2.29162,0.133581,-2.29162,0.094365
123133,-2.28749,0.070054,-2.28749,0.045613,-2.28749,0.254702,-2.28749,0.035182,-2.28749,0.16571,-2.28749,0.028654,-2.28749,0.133967,-2.28749,0.094637
123134,-2.28611,0.070344,-2.28611,0.045802,-2.28611,0.255756,-2.28611,0.035328,-2.28611,0.166395,-2.28611,0.028773,-2.28611,0.134521,-2.28611,0.095028
123135,-2.2849,0.070672,-2.2849,0.046016,-2.2849,0.256949,-2.2849,0.035493,-2.2849,0.167171,-2.2849,0.028907,-2.2849,0.135148,-2.2849,0.095472
123136,-2.28676,0.071064,-2.28676,0.046271,-2.28676,0.258375,-2.28676,0.03569,-2.28676,0.1681,-2.28676,0.029067,-2.28676,0.135899,-2.28676,0.096002
123604,-1.54226,0.062896,-1.54226,0.040952,-1.54226,0.228676,-1.54226,0.031587,-1.54226,0.148777,-1.54226,0.025726,-1.54226,0.120278,-1.54226,0.084967
123605,-1.54321,0.062706,-1.54321,0.040829,-1.54321,0.227985,-1.54321,0.031492,-1.54321,0.148328,-1.54321,0.025648,-1.54321,0.119914,-1.54321,0.08471
123606,-1.54627,0.06254,-1.54627,0.040721,-1.54627,0.227382,-1.54627,0.031408,-1.54627,0.147935,-1.54627,0.02558,-1.54627,0.119597,-1.54627,0.084486
123607,-1.55157,0.062407,-1.55157,0.040634,-1.55157,0.226899,-1.55157,0.031342,-1.55157,0.147621,-1.55157,0.025526,-1.55157,0.119343,-1.55157,0.084307
123608,-1.55772,0.062299,-1.55772,0.040564,-1.55772,0.226506,-1.55772,0.031288,-1.55772,0.147366,-1.55772,0.025482,-1.55772,0.119136,-1.55772,0.084161
123609,-1.5634,0.062189,-1.5634,0.040493,-1.5634,0.226109,-1.5634,0.031233,-1.5634,0.147107,-1.5634,0.025437,-1.5634,0.118927,-1.5634,0.084013
123610,-1.56672,0.062044,-1.56672,0.040398,-1.56672,0.225581,-1.56672,0.03116,-1.56672,0.146764,-1.56672,0.025378,-1.56672,0.11865,-1.56672,0.083817
123611,-1.56836,0.061866,-1.56836,0.040282,-1.56836,0.224932,-1.56836,0.03107,-1.56836,0.146341,-1.56836,0.025305,-1.56836,0.118308,-1.56836,0.083576
123612,-1.57057,0.061717,-1.57057,0.040185,-1.57057,0.224391,-1.57057,0.030995,-1.57057,0.145989,-1.57057,0.025244,-1.57057,0.118024,-1.57057,0.083375
123613,-1.57351,0.06162,-1.57351,0.040122,-1.57351,0.224037,-1.57351,0.030946,-1.57351,0.145759,-1.57351,0.025204,-1.57351,0.117837,-1.57351,0.083243
123614,-1.57516,0.061513,-1.57516,0.040052,-1.57516,0.223648,-1.57516,0.030893,-1.57516,0.145506,-1.57516,0.02516,-1.57516,0.117633,-1.57516,0.083099
123615,-1.57443,0.061367,-1.57443,0.039957,-1.57443,0.223118,-1.57443,0.03082,-1.57443,0.145161,-1.57443,0.025101,-1.57443,0.117354,-1.57443,0.082902
123616,-1.57369,0.061242,-1.57369,0.039876,-1.57369,0.222663,-1.57369,0.030757,-1.57369,0.144865,-1.57369,0.02505,-1.57369,0.117115,-1.57369,0.082733
123617,-1.57425,0.06117,-1.57425,0.039829,-1.57425,0.222403,-1.57425,0.030721,-1.57425,0.144696,-1.57425,0.02502,-1.57425,0.116978,-1.57425,0.082636
123618,-1.57106,0.061059,-1.57106,0.039756,-1.57106,0.221998,-1.57106,0.030665,-1.57106,0.144432,-1.57106,0.024975,-1.57106,0.116765,-1.57106,0.082485
123619,-1.569,0.060974,-1.569,0.039701,-1.569,0.22169,-1.569,0.030622,-1.569,0.144232,-1.569,0.02494,-1.569,0.116603,-1.569,0.082371
123620,-1.57241,0.060973,-1.57241,0.039701,-1.57241,0.221687,-1.57241,0.030622,-1.57241,0.14423,-1.57241,0.02494,-1.57241,0.116601,-1.57241,0.08237
123621,-1.58383,0.061058,-1.58383,0.039756,-1.58383,0.221996,-1.58383,0.030665,-1.58383,0.144431,-1.58383,0.024975,-1.58383,0.116764,-1.58383,0.082485
123622,-1.59579,0.061186,-1.59579,0.039839,-1.59579,0.222461,-1.59579,0.030729,-1.59579,0.144734,-1.59579,0.025027,-1.59579,0.117009,-1.59579,0.082657
123623,-1.60817,0.061303,-1.60817,0.039916,-1.60817,0.222887,-1.60817,0.030788,-1.60817,0.145011,-1.60817,0.025075,-1.60817,0.117233,-1.60817,0.082816
123624,-1.61781,0.061387,-1.61781,0.03997,-1.61781,0.223192,-1.61781,0.03083,-1.61781,0.145209,-1.61781,0.025109,-1.61781,0.117393,-1.61781,0.082929
123625,-1.63718,0.061609,-1.63718,0.040114,-1.63718,0.223997,-1.63718,0.030941,-1.63718,0.145733,-1.63718,0.0252,-1.63718,0.117817,-1.63718,0.083228
123626,-1.65684,0.061802,-1.65684,0.04024,-1.65684,0.224699,-1.65684,0.031038,-1.65684,0.14619,-1.65684,0.025279,-1.65684,0.118186,-1.65684,0.083489
123627,-1.67636,0.061958,-1.67636,0.040342,-1.67636,0.225268,-1.67636,0.031117,-1.67636,0.14656,-1.67636,0.025343,-1.67636,0.118485,-1.67636,0.083701
123628,-1.70436,0.062217,-1.70436,0.040511,-1.70436,0.22621,-1.70436,0.031247,-1.70436,0.147173,-1.70436,0.025449,-1.70436,0.118981,-1.70436,0.084051
123629,-1.74874,0.062653,-1.74874,0.040795,-1.74874,0.227795,-1.74874,0.031466,-1.74874,0.148204,-1.74874,0.025627,-1.74874,0.119814,-1.74874,0.08464
123630,-1.80498,0.0632,-1.80498,0.041151,-1.80498,0.229783,-1.80498,0.03174,-1.80498,0.149497,-1.80498,0.025851,-1.80498,0.12086,-1.80498,0.085378
123631,-1.86282,0.06376,-1.86282,0.041515,-1.86282,0.23182,-1.86282,0.032021,-1.86282,0.150823,-1.86282,0.02608,-1.86282,0.121931,-1.86282,0.086135
123632,-1.9118,0.064239,-1.9118,0.041827,-1.9118,0.233562,-1.9118,0.032262,-1.9118,0.151956,-1.9118,0.026276,-1.9118,0.122847,-1.9118,0.086782
123633,-1.95727,0.064668,-1.95727,0.042107,-1.95727,0.235121,-1.95727,0.032478,-1.95727,0.15297,-1.95727,0.026451,-1.95727,0.123668,-1.95727,0.087362
123634,-2.00912,0.06519,-2.00912,0.042446,-2.00912,0.237017,-2.00912,0.032739,-2.00912,0.154204,-2.00912,0.026664,-2.00912,0.124665,-2.00912,0.088066
123635,-2.05991,0.065739,-2.05991,0.042804,-2.05991,0.239014,-2.05991,0.033015,-2.05991,0.155503,-2.05991,0.026889,-2.05991,0.125715,-2.05991,0.088808
123636,-2.11454,0.066339,-2.11454,0.043194,-2.11454,0.241196,-2.11454,0.033317,-2.11454,0.156923,-2.11454,0.027135,-2.11454,0.126863,-2.11454,0.089619
123637,-2.15644,0.066817,-2.15644,0.043506,-2.15644,0.242935,-2.15644,0.033557,-2.15644,0.158054,-2.15644,0.02733,-2.15644,0.127777,-2.15644,0.090265
123638,-2.18653,0.067169,-2.18653,0.043735,-2.18653,0.244213,-2.18653,0.033733,-2.18653,0.158886,-2.18653,0.027474,-2.18653,0.12845,-2.18653,0.09074
123639,-2.21818,0.067577,-2.21818,0.044001,-2.21818,0.245697,-2.21818,0.033938,-2.21818,0.159851,-2.21818,0.027641,-2.21818,0.12923,-2.21818,0.091291
123640,-2.23894,0.067921,-2.23894,0.044224,-2.23894,0.246946,-2.23894,0.034111,-2.23894,0.160663,-2.23894,0.027781,-2.23894,0.129887,-2.23894,0.091755
123641,-2.26117,0.068317,-2.26117,0.044482,-2.26117,0.248386,-2.26117,0.03431,-2.26117,0.1616,-2.26117,0.027943,-2.26117,0.130645,-2.26117,0.09229
123642,-2.28915,0.068828,-2.28915,0.044815,-2.28915,0.250244,-2.28915,0.034566,-2.28915,0.162809,-2.28915,0.028152,-2.28915,0.131622,-2.28915,0.092981
123643,-2.29807,0.069144,-2.29807,0.045021,-2.29807,0.251395,-2.29807,0.034725,-2.29807,0.163558,-2.29807,0.028282,-2.29807,0.132227,-2.29807,0.093408
123644,-2.29837,0.069385,-2.29837,0.045178,-2.29837,0.25227,-2.29837,0.034846,-2.29837,0.164128,-2.29837,0.02838,-2.29837,0.132688,-2.29837,0.093733
123645,-2.29733,0.069654,-2.29733,0.045353,-2.29733,0.253247,-2.29733,0.034981,-2.29733,0.164763,-2.29733,0.02849,-2.29733,0.133201,-2.29733,0.094096
123646,-2.29139,0.069875,-2.29139,0.045497,-2.29139,0.254051,-2.29139,0.035092,-2.29139,0.165286,-2.29139,0.028581,-2.29139,0.133624,-2.29139,0.094395
123647,-2.28957,0.070196,-2.28957,0.045706,-2.28957,0.255219,-2.28957,0.035254,-2.28957,0.166046,-2.28957,0.028712,-2.28957,0.134238,-2.28957,0.094829
123648,-2.28632,0.070536,-2.28632,0.045927,-2.28632,0.256453,-2.28632,0.035424,-2.28632,0.166849,-2.28632,0.028851,-2.28632,0.134888,-2.28632,0.095288
123649,-2.28192,0.070921,-2.28192,0.046178,-2.28192,0.257855,-2.28192,0.035618,-2.28192,0.167761,-2.28192,0.029009,-2.28192,0.135625,-2.28192,0.095809
124117,-1.55028,0.062498,-1.55028,0.040694,-1.55028,0.227231,-1.55028,0.031388,-1.55028,0.147837,-1.55028,0.025563,-1.55028,0.119518,-1.55028,0.08443
124118,-1.55233,0.062313,-1.55233,0.040573,-1.55233,0.226559,-1.55233,0.031295,-1.55233,0.1474,-1.55233,0.025488,-1.55233,0.119164,-1.55233,0.08418
124119,-1.55622,0.062144,-1.55622,0.040463,-1.55622,0.225945,-1.55622,0.03121,-1.55622,0.147,-1.55622,0.025419,-1.55622,0.118841,-1.55622,0.083952
124120,-1.56027,0.061982,-1.56027,0.040358,-1.56027,0.225356,-1.56027,0.031129,-1.56027,0.146617,-1.56027,0.025353,-1.56027,0.118531,-1.56027,0.083733
124121,-1.56389,0.061825,-1.56389,0.040255,-1.56389,0.224784,-1.56389,0.03105,-1.56389,0.146245,-1.56389,0.025288,-1.56389,0.118231,-1.56389,0.083521
124122,-1.56862,0.061699,-1.56862,0.040173,-1.56862,0.224324,-1.56862,0.030986,-1.56862,0.145946,-1.56862,0.025236,-1.56862,0.117989,-1.56862,0.08335
124123,-1.57147,0.061541,-1.57147,0.04007,-1.57147,0.223749,-1.57147,0.030907,-1.57147,0.145572,-1.57147,0.025172,-1.57147,0.117686,-1.57147,0.083136
124124,-1.57318,0.061363,-1.57318,0.039954,-1.57318,0.223104,-1.57318,0.030818,-1.57318,0.145152,-1.57318,0.025099,-1.57318,0.117347,-1.57318,0.082896
124125,-1.57723,0.061254,-1.57723,0.039884,-1.57723,0.222709,-1.57723,0.030763,-1.57723,0.144895,-1.57723,0.025055,-1.57723,0.117139,-1.57723,0.08275
124126,-1.58055,0.061166,-1.58055,0.039826,-1.58055,0.222387,-1.58055,0.030719,-1.58055,0.144686,-1.58055,0.025019,-1.58055,0.11697,-1.58055,0.08263
124127,-1.58416,0.061073,-1.58416,0.039766,-1.58416,0.222049,-1.58416,0.030672,-1.58416,0.144466,-1.58416,0.024981,-1.58416,0.116792,-1.58416,0.082504
124128,-1.58709,0.06097,-1.58709,0.039698,-1.58709,0.221673,-1.58709,0.03062,-1.58709,0.144221,-1.58709,0.024938,-1.58709,0.116594,-1.58709,0.082365
124129,-1.58886,0.060883,-1.58886,0.039642,-1.58886,0.221357,-1.58886,0.030576,-1.58886,0.144016,-1.58886,0.024903,-1.58886,0.116428,-1.58886,0.082247
124130,-1.58679,0.060777,-1.58679,0.039573,-1.58679,0.220974,-1.58679,0.030523,-1.58679,0.143766,-1.58679,0.02486,-1.58679,0.116226,-1.58679,0.082105
124131,-1.58336,0.060651,-1.58336,0.039491,-1.58336,0.220514,-1.58336,0.03046,-1.58336,0.143467,-1.58336,0.024808,-1.58336,0.115985,-1.58336,0.081934
124132,-1.58753,0.060614,-1.58753,0.039467,-1.58753,0.220381,-1.58753,0.030441,-1.58753,0.143381,-1.58753,0.024793,-1.58753,0.115915,-1.58753,0.081885
