Gauge,Trace,Alarm Name,Type,Threshold,threshold_num,row_category
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 6 hr window sum,646619_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 60 min window sum,646619_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 7 days window sum,646619_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,10mm Drought Alarm,647727_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 12 hr window sum,647727_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 24 hr window sum,647727_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 30 min window sum,647727_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 6 hr window sum,647727_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 60 min window sum,647727_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Oteha @ Rosedale Ponds,Rainfall 7 days window sum,647727_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,10mm Drought Alarm,740944_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.56,9.56,Data freshness (recency)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 12 hr window sum,740944_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 24 hr window sum,740944_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 30 min window sum,740944_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 6 hr window sum,740944_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 60 min window sum,740944_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Papakura Rain @ Kaipara Rd,Rainfall 7 days window sum,740944_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,10mm Drought Alarm,647614_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.56,9.56,Data freshness (recency)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 12 hr window sum,647614_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 24 hr window sum,647614_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 30 min window sum,647614_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 6 hr window sum,647614_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 60 min window sum,647614_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Rangitopuni @ Walkers,Rainfall 7 days window sum,647614_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,10mm Drought Alarm,649516_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.56,9.56,Data freshness (recency)
ACC - Rain -Reservoir Bush Road,Rainfall 12 hr window sum,649516_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 24 hr window sum,649516_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 30 min window sum,649516_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 6 hr window sum,649516_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 60 min window sum,649516_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Reservoir Bush Road,Rainfall 7 days window sum,649516_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,10mm Drought Alarm,647737_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 12 hr window sum,647737_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 24 hr window sum,647737_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 30 min window sum,647737_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 6 hr window sum,647737_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 60 min window sum,647737_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -School @ Mairangi Bay  NSCC02,Rainfall 7 days window sum,647737_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,10mm Drought Alarm,648613_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 12 hr window sum,648613_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 20 hr window sum,Rainfall 20 hr window sum greater than 8mm,Overflow/Max,8.0,8.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 24 hr window sum,648613_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 30 min window sum,648613_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 6 hr window sum,648613_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 60 min window sum,648613_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Substation @ Lincoln Park Ave,Rainfall 7 days window sum,648613_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,10mm Drought Alarm,648513_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.56,9.56,Data freshness (recency)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 12 hr window sum,648513_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 24 hr window sum,648513_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 30 min window sum,648513_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 6 hr window sum,648513_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 60 min window sum,648513_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Swanson @ Waitakere Filter Station,Rainfall 7 days window sum,648513_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,10mm Drought Alarm,643713_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 12 hr window sum,643713_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 24 hr window sum,643713_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 30 min window sum,643713_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 6 hr window sum,643713_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 60 min window sum,643713_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Tamahunga @ Quintals Rd,Rainfall 7 days window sum,643713_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,10mm Drought Alarm,645714_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Te Muri Rainfall,Rainfall 12 hr window sum,645714_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 24 hr window sum,645714_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 30 min window sum,645714_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 6 hr window sum,645714_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 60 min window sum,645714_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Te Muri Rainfall,Rainfall 7 days window sum,645714_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,10mm Drought Alarm,648626_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 12 hr window sum,648626_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 20 hr window sum,Rainfall 20 hr window sum greater than 8mm,Overflow/Max,8.0,8.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 24 hr window sum,648626_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 30 min window sum,648626_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 6 hr window sum,648626_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 60 min window sum,648626_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Te Pai Park Henderson WCC,Rainfall 7 days window sum,648626_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,10mm Drought Alarm,647739_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,10.73,10.73,Data freshness (recency)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 12 hr window sum,647739_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 24 hr window sum,647739_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 30 min window sum,647739_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 6 hr window sum,647739_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 60 min window sum,647739_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Torbay @ Glamorgan Schl  NSCC04,Rainfall 7 days window sum,647739_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,10mm Drought Alarm,648825_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Waiatarua Rainfall,Rainfall 12 hr window sum,648825_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 24 hr window sum,648825_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 30 min window sum,648825_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 6 hr window sum,648825_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 60 min window sum,648825_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waiatarua Rainfall,Rainfall 7 days window sum,648825_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,10mm Drought Alarm,750213_10mm Drought Alarm,Overflow/Max,0.0,0.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 12 hr window sum,750213_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 24 hr window sum,750213_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 30 min window sum,750213_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 6 hr window sum,750213_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 60 min window sum,750213_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waihihi @ Waharau Regional Park,Rainfall 7 days window sum,750213_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,10mm Drought Alarm,647722_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 12 hr window sum,647722_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 24 hr window sum,647722_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 30 min window sum,647722_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 6 hr window sum,647722_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 60 min window sum,647722_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Wairau at Testing Station  NSCC07,Rainfall 7 days window sum,647722_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,10mm Drought Alarm,750010_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 12 hr window sum,750010_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 24 hr window sum,750010_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 30 min window sum,750010_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 6 hr window sum,750010_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 60 min window sum,750010_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Wairoa @ Hunua Nursery/Bowling Club,Rainfall 7 days window sum,750010_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,10mm Drought Alarm,742736_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Waitangi @ Diver Road,Rainfall 12 hr window sum,742736_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall 24 hr window sum,742736_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall 30 min window sum,742736_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
